dataset,model,label,accuracy,f1,recall,precision
Adiac,chrono_gam,1.0,0.9820971867007673,0.9907027219130183,1.0,0.9820971867007673
Adiac,chrono_gam,2.0,0.9667519181585678,0.9825665914670751,1.0,0.9667519181585678
Adiac,chrono_gam,3.0,0.9616368286445013,0.9797505421862126,1.0,0.9616368286445013
Adiac,chrono_gam,4.0,0.9846547314578005,0.9920798613975746,1.0,0.9846547314578005
Adiac,chrono_gam,5.0,0.959079283887468,0.9785585093892991,1.0,0.959079283887468
Adiac,chrono_gam,6.0,0.19948849104859334,0.2868950622381138,0.1895993179880648,0.8320545609548168
Adiac,chrono_gam,7.0,0.9744245524296675,0.9865357643758768,1.0,0.9744245524296675
Adiac,chrono_gam,8.0,0.9462915601023018,0.9676981573564346,0.9769820971867008,0.969309462915601
Adiac,chrono_gam,9.0,0.8312020460358056,0.8807666778266372,0.8589940323955669,0.9715016441359152
Adiac,chrono_gam,10.0,0.9539641943734015,0.9706063702268638,0.9754475703324808,0.9736938253562295
Adiac,chrono_gam,11.0,0.9002557544757033,0.9342777464122866,0.9239556692242114,0.9707709170624773
Adiac,chrono_gam,12.0,0.9641943734015346,0.9808854585989739,1.0,0.9641943734015346
Adiac,chrono_gam,13.0,0.9641943734015346,0.98098256374659,1.0,0.9641943734015346
Adiac,chrono_gam,14.0,0.7800511508951407,0.829438966576629,0.7946413347947874,0.9710144927536231
Adiac,chrono_gam,15.0,0.9769820971867008,0.9880317905563348,1.0,0.9769820971867008
Adiac,chrono_gam,16.0,0.9309462915601023,0.9533260678215715,0.9523903206767657,0.96845694799659
Adiac,chrono_gam,17.0,0.10741687979539642,0.18141376710418544,0.10471318962367555,0.8286445012787725
Adiac,chrono_gam,18.0,0.9667519181585678,0.9826636966146908,1.0,0.9667519181585678
Adiac,chrono_gam,19.0,0.8567774936061381,0.9011218583143702,0.8843989769820972,0.9624893435635125
Adiac,chrono_gam,20.0,0.9539641943734015,0.9742673693076102,0.9846547314578005,0.969309462915601
Adiac,chrono_gam,21.0,0.969309462915601,0.9838957181750682,1.0,0.969309462915601
Adiac,chrono_gam,22.0,0.9335038363171355,0.9562450273914277,0.9587139203507491,0.9740835464620631
Adiac,chrono_gam,23.0,0.9718670076726342,0.9853917443555265,1.0,0.9718670076726342
Adiac,chrono_gam,24.0,0.979539641943734,0.9893518136567391,1.0,0.979539641943734
Adiac,chrono_gam,25.0,0.9002557544757033,0.9380224857231706,0.9388381439532335,0.9561640405630175
Adiac,chrono_gam,26.0,0.9718670076726342,0.9853037428154994,1.0,0.9718670076726342
Adiac,chrono_gam,27.0,0.9820971867007673,0.9906718367571434,1.0,0.9820971867007673
Adiac,chrono_gam,28.0,0.9820971867007673,0.9907598382971703,1.0,0.9820971867007673
Adiac,chrono_gam,29.0,0.9718670076726342,0.9853037428154994,1.0,0.9718670076726342
Adiac,chrono_gam,30.0,0.9744245524296675,0.9865266607682878,0.9923273657289002,0.9820971867007673
Adiac,chrono_gam,31.0,0.9718670076726342,0.9853037428154994,1.0,0.9718670076726342
Adiac,chrono_gam,32.0,0.979539641943734,0.9890787054290693,0.9970770917062478,0.9817561807331628
Adiac,chrono_gam,33.0,0.969309462915601,0.9831819279059608,0.9872122762148338,0.9820971867007673
Adiac,chrono_gam,34.0,0.9718670076726342,0.9854797458955534,1.0,0.9718670076726342
Adiac,chrono_gam,35.0,0.7621483375959079,0.8209117518975244,0.7751431007185482,0.9712580684447693
Adiac,chrono_gam,36.0,0.9360613810741688,0.964090449301696,0.9711849957374254,0.9634636463280964
Adiac,chrono_gam,37.0,0.948849104859335,0.9677662930529858,0.9754475703324808,0.9718670076726342
