classifier_name,full_dataset_name,f1,accuracy
chrono_gam_old,CricketZ,0.4525947548783665,0.37948717948717947
chrono_gam_old,DiatomSizeReduction,0.5539774652069188,0.49346405228758167
chrono_gam_old,DistalPhalanxOutlineAgeGroup,0.0960776889324454,0.36930455635491605
chrono_gam_old,DistalPhalanxOutlineCorrect,0.2819895821774476,0.4782608695652174
chrono_gam_old,DistalPhalanxTW,0.4016581474316654,0.420863309352518
chrono_gam_old,ECG200,0.2984029070344859,0.405
chrono_gam_old,ECG5000,0.33751481538370215,0.46453333333333335
chrono_gam_old,ECGFiveDays,0.450609850154692,0.508130081300813
chrono_gam_old,Earthquakes,0.00885445489762035,0.47122302158273377
chrono_gam_old,ElectricDevices,0.17313464321433106,0.2347481334642533
chrono_gam_old,FaceAll,0.30865003465949625,0.26310228233305155
chrono_gam_old,FaceFour,0.3002169453640042,0.36079545454545453
chrono_gam_old,FacesUCR,0.5609245894208564,0.47675958188153306
chrono_gam_old,FiftyWords,0.6451052791891234,0.5896703296703296
chrono_gam_old,Fish,0.5462205528545105,0.48653061224489796
chrono_gam_old,FordA,0.2512146073376019,0.465530303030303
chrono_gam_old,FordB,0.2858721380290008,0.4814814814814815
chrono_gam_old,GunPoint,0.3437304133774722,0.5233333333333333
chrono_gam_old,Ham,0.15430250994603045,0.4666666666666667
chrono_gam_old,HandOutlines,0.31174506407242975,0.47702702702702704
chrono_gam_old,Haptics,0.15770063490765016,0.2967532467532467
chrono_gam_old,Herring,0.46358440170940174,0.6015625
chrono_gam_old,InlineSkate,0.5860961009561513,0.525974025974026
chrono_gam_old,InsectWingbeatSound,0.7781516662819059,0.6856749311294766
chrono_gam_old,ItalyPowerDemand,0.0,0.5
chrono_gam_old,LargeKitchenAppliances,0.1497547219206662,0.35733333333333334
chrono_gam_old,Lightning2,0.3163746571653997,0.4672131147540984
chrono_gam_old,Lightning7,0.569536147149434,0.4931506849315069
chrono_gam_old,Mallat,0.8398488866639066,0.7868336886993603
chrono_gam_old,Meat,0.38251362333742184,0.39444444444444443
chrono_gam_old,MedicalImages,0.6207478662618747,0.585
chrono_gam_old,MiddlePhalanxOutlineAgeGroup,0.4181281711734619,0.5064935064935064
chrono_gam_old,MiddlePhalanxOutlineCorrect,0.2585318461607121,0.4587628865979382
chrono_gam_old,MiddlePhalanxTW,0.3843496585100372,0.34090909090909083
chrono_gam_old,MoteStrain,0.4302386962483242,0.4396964856230031
chrono_gam_old,NonInvasiveFetalECGThorax1,0.843907247375997,0.8016115351993214
chrono_gam_old,NonInvasiveFetalECGThorax2,0.8359715166936935,0.8019871561856294
chrono_gam_old,OSULeaf,0.4302502027626291,0.41115702479338845
chrono_gam_old,OliveOil,0.3924709458815664,0.29166666666666663
chrono_gam_old,PhalangesOutlinesCorrect,0.22092055795873844,0.4761072261072261
chrono_gam_old,Phoneme,0.23298774250488946,0.22602239532619278
chrono_gam_old,Plane,0.8264453147521881,0.7687074829931972
chrono_gam_old,ProximalPhalanxOutlineAgeGroup,0.2727499130358502,0.4357723577235772
chrono_gam_old,ProximalPhalanxOutlineCorrect,0.04257003019889615,0.4312714776632302
chrono_gam_old,ProximalPhalanxTW,0.4062278937424266,0.39756097560975606
chrono_gam_old,RefrigerationDevices,0.07408838435959177,0.35377777777777775
chrono_gam_old,ScreenType,0.2499824387149554,0.4204444444444444
chrono_gam_old,ShapeletSim,0.0156862745098039,0.5055555555555555
chrono_gam_old,ShapesAll,0.6052722258989671,0.5449722222222222
chrono_gam_old,SmallKitchenAppliances,0.09570523258036157,0.3466666666666667
chrono_gam_old,SonyAIBORobotSurface1,0.39172344712067364,0.5274542429284526
chrono_gam_old,SonyAIBORobotSurface2,0.3193008584267062,0.46012591815320036
chrono_gam_old,StarLightCurves,0.4924992575535681,0.5167152339323297
chrono_gam_old,Strawberry,0.28391217708512007,0.6081081081081081
chrono_gam_old,SwedishLeaf,0.337584179437129,0.32149333333333335
chrono_gam_old,Symbols,0.6044076010807328,0.6128978224455611
chrono_gam_old,SyntheticControl,0.1477853093520319,0.24444444444444438
chrono_gam_old,ToeSegmentation1,0.19292445801418462,0.4473684210526316
chrono_gam_old,ToeSegmentation2,0.0,0.5
chrono_gam_old,Trace,0.8143083169038192,0.7025
chrono_gam_old,TwoLeadECG,0.32593991601648614,0.48551360842844604
chrono_gam_old,TwoPatterns,0.3221148537337123,0.359625
chrono_gam_old,UWaveGestureLibraryAll,0.737225284052903,0.6349106644332775
chrono_gam_old,UWaveGestureLibraryX,0.7055952550342249,0.6108319374651033
chrono_gam_old,UWaveGestureLibraryY,0.7960458760843634,0.7079494695700725
chrono_gam_old,UWaveGestureLibraryZ,0.75580486254985,0.6682370184254607
chrono_gam_old,Wafer,0.1709577533374152,0.4271576898118105
chrono_gam_old,Wine,0.22660467104911544,0.4351851851851852
chrono_gam_old,WordSynonyms,0.695610474430241,0.6299686520376175
chrono_gam_old,Worms,0.27001080495994245,0.3194805194805195
chrono_gam_old,WormsTwoClass,0.0906312126126367,0.461038961038961
chrono_gam_old,Yoga,0.3636258610796216,0.4978333333333333
dagmm,Adiac,0.538084411579766,0.514965092970208
dagmm,ArrowHead,0.2259270572499232,0.4057142857142857
dagmm,Beef,0.42230036630036627,0.45999999999999996
dagmm,BeetleFly,0.17777777777777776,0.5
dagmm,BirdChicken,0.26666666666666666,0.5
dagmm,CBF,0.3531373686064761,0.4174074074074074
dagmm,Car,0.4274443484702906,0.45416666666666666
dagmm,ChlorineConcentration,0.22175201210611414,0.37404513888888885
dagmm,CinCECGTorso,0.2596579703894865,0.30452898550724633
dagmm,Coffee,0.17391304347826084,0.5178571428571428
dagmm,Computers,0.10247072583419325,0.494
dagmm,CricketX,0.2514876926255504,0.21495726495726494
dagmm,CricketY,0.2539073824061933,0.21837606837606835
dagmm,CricketZ,0.266904245774736,0.22136752136752133
dagmm,DiatomSizeReduction,0.0,0.24999999999999994
dagmm,DistalPhalanxOutlineAgeGroup,0.14368154240460998,0.40767386091127095
dagmm,DistalPhalanxOutlineCorrect,0.0481495628554452,0.4655797101449275
dagmm,DistalPhalanxTW,0.3455249563384863,0.34652278177458035
dagmm,ECG200,0.0335238095238095,0.46
dagmm,ECG5000,0.04709612028192532,0.22746666666666662
dagmm,ECGFiveDays,0.256188220735259,0.5034843205574913
dagmm,Earthquakes,0.2113711228819142,0.5107913669064748
dagmm,ElectricDevices,0.12201990366215651,0.19808436926839204
dagmm,FaceAll,0.22081571659366683,0.1967455621301775
dagmm,FaceFour,0.391073430848269,0.4346590909090909
dagmm,FacesUCR,0.3241122250820872,0.2730662020905923
dagmm,FiftyWords,0.41616263818206195,0.3614065934065934
dagmm,Fish,0.34458216147934034,0.3420408163265306
dagmm,FordA,0.22671125239946438,0.48030303030303034
dagmm,FordB,0.18714001968846594,0.5006172839506173
dagmm,GunPoint,0.2958948850713556,0.4966666666666667
dagmm,Ham,0.0462122626828509,0.49047619047619045
dagmm,HandOutlines,0.19005697005697,0.45135135135135135
dagmm,Haptics,0.11007891161010996,0.2558441558441558
dagmm,Herring,0.08055555555555555,0.453125
dagmm,InlineSkate,0.24884276496033858,0.26285714285714284
dagmm,InsectWingbeatSound,0.4545150566864527,0.3696051423324151
dagmm,ItalyPowerDemand,0.0,0.5
dagmm,LargeKitchenAppliances,0.15652941504087012,0.3751111111111111
dagmm,Lightning2,0.21506871998675275,0.4918032786885246
dagmm,Lightning7,0.31426320734661484,0.31702544031311153
dagmm,Mallat,0.4687966772174828,0.4517057569296375
dagmm,Meat,0.3535974918825908,0.4666666666666666
dagmm,MedicalImages,0.32818216246342186,0.3089473684210526
dagmm,MiddlePhalanxOutlineAgeGroup,0.39455464854914823,0.5173160173160173
dagmm,MiddlePhalanxOutlineCorrect,0.0,0.49999999999999994
dagmm,MiddlePhalanxTW,0.3219899707490342,0.3235930735930736
dagmm,MoteStrain,0.18093686576114684,0.5131789137380192
dagmm,NonInvasiveFetalECGThorax1,0.4707667147745282,0.43896764812795347
dagmm,NonInvasiveFetalECGThorax2,0.5404320957845953,0.5115594329334787
dagmm,OSULeaf,0.22788296649822123,0.26033057851239666
dagmm,OliveOil,0.5115777856481034,0.5333333333333333
dagmm,PhalangesOutlinesCorrect,0.1775381439469538,0.4755244755244755
dagmm,Phoneme,0.08201865362269384,0.08156172238450715
dagmm,Plane,0.617537665052547,0.5578231292517006
dagmm,ProximalPhalanxOutlineAgeGroup,0.10789477252446629,0.38699186991869916
dagmm,ProximalPhalanxOutlineCorrect,0.0825743939146001,0.46563573883161513
dagmm,ProximalPhalanxTW,0.2330537152339077,0.3382113821138211
dagmm,RefrigerationDevices,0.12081284693214513,0.36622222222222217
dagmm,ScreenType,0.17143979182534394,0.3857777777777778
dagmm,ShapeletSim,0.08462332301341585,0.5138888888888888
dagmm,ShapesAll,0.4015709971014905,0.34927777777777774
dagmm,SmallKitchenAppliances,0.13227122036698913,0.3742222222222222
dagmm,SonyAIBORobotSurface1,0.39179710454829836,0.4941763727121464
dagmm,SonyAIBORobotSurface2,0.43628204487392075,0.40398740818467993
dagmm,StarLightCurves,0.34116041918671464,0.448559171118666
dagmm,Strawberry,0.24085032811022755,0.5905405405405406
dagmm,SwedishLeaf,0.2055730394791137,0.21322666666666665
dagmm,Symbols,0.1517527935115315,0.28056951423785587
dagmm,SyntheticControl,0.0,0.1666666666666666
dagmm,ToeSegmentation1,0.23122262582698566,0.513157894736842
dagmm,ToeSegmentation2,0.0,0.5
dagmm,Trace,0.4156346792415758,0.4475
dagmm,TwoLeadECG,0.32664476118486324,0.5114135206321335
dagmm,TwoPatterns,0.212059095120715,0.3125625
dagmm,UWaveGestureLibraryAll,0.3607869960270543,0.29466778336125066
dagmm,UWaveGestureLibraryX,0.45369065921010565,0.3880862646566164
dagmm,UWaveGestureLibraryY,0.5200067823985737,0.4431183696259073
dagmm,UWaveGestureLibraryZ,0.3217294527663213,0.27526521496370737
dagmm,Wafer,0.1361472545768459,0.4350259571706684
dagmm,Wine,0.0493827160493827,0.5
dagmm,WordSynonyms,0.40392364738764885,0.3367398119122257
dagmm,Worms,0.13582734529218382,0.24155844155844153
dagmm,WormsTwoClass,0.18392084106369821,0.461038961038961
dagmm,Yoga,0.11039857005739355,0.493
deepsvdd,Adiac,0.016496610065533084,0.2625976359991705
deepsvdd,ArrowHead,0.13327331755576277,0.6342857142857142
deepsvdd,Beef,0.19092670292670288,0.6066666666666667
deepsvdd,BeetleFly,0.0,0.45
deepsvdd,BirdChicken,0.2857142857142857,0.5
deepsvdd,CBF,0.16905108849794093,0.3118518518518518
deepsvdd,Car,0.1844567300604452,0.425
deepsvdd,ChlorineConcentration,0.12930028305028296,0.5957465277777777
deepsvdd,CinCECGTorso,0.3023200489952407,0.5927536231884059
deepsvdd,Coffee,0.281894576012223,0.33928571428571425
deepsvdd,Computers,0.07041855619440755,0.46199999999999997
deepsvdd,CricketX,0.07794416465608016,0.5692307692307692
deepsvdd,CricketY,0.06489843063948005,0.5816239316239317
deepsvdd,CricketZ,0.09553411506654337,0.6649572649572649
deepsvdd,DiatomSizeReduction,0.26989617498249546,0.17810457516339864
deepsvdd,DistalPhalanxOutlineAgeGroup,0.3878414273214223,0.5227817745803357
deepsvdd,DistalPhalanxOutlineCorrect,0.5890628846920697,0.4547101449275362
deepsvdd,DistalPhalanxTW,0.12126793978588081,0.3309352517985611
deepsvdd,ECG200,0.22385281385281386,0.515
deepsvdd,ECG5000,0.09417607742037916,0.3164888888888889
deepsvdd,ECGFiveDays,0.248402683903919,0.38211382113821135
deepsvdd,Earthquakes,0.25351331495617296,0.48920863309352514
deepsvdd,ElectricDevices,0.09935147971375072,0.2897900957815365
deepsvdd,FaceAll,0.026876672272855496,0.5343195266272189
deepsvdd,FaceFour,0.11519346666405485,0.3920454545454545
deepsvdd,FacesUCR,0.05083947437816323,0.5449825783972125
deepsvdd,FiftyWords,0.01595445487312255,0.41692307692307695
deepsvdd,Fish,0.08145626935422852,0.36734693877551017
deepsvdd,FordA,0.3322635438073095,0.39621212121212124
deepsvdd,FordB,0.3698849264908203,0.4697530864197531
deepsvdd,GunPoint,0.1401058201058201,0.42333333333333334
deepsvdd,Ham,0.13017326228737106,0.48571428571428565
deepsvdd,HandOutlines,0.45270480298344073,0.46621621621621623
deepsvdd,Haptics,0.2034667571984125,0.5188311688311689
deepsvdd,Herring,0.16578282828282825,0.5
deepsvdd,InlineSkate,0.141766799536089,0.6335064935064935
deepsvdd,InsectWingbeatSound,0.07280287991355884,0.6421487603305785
deepsvdd,ItalyPowerDemand,0.4596292370142675,0.5024295432458699
deepsvdd,LargeKitchenAppliances,0.12857424811695548,0.3937777777777778
deepsvdd,Lightning2,0.3290528233151183,0.5573770491803278
deepsvdd,Lightning7,0.12033492005864514,0.4598825831702544
deepsvdd,Mallat,0.08969983651900236,0.17446695095948825
deepsvdd,Meat,0.2382137161084529,0.4222222222222222
deepsvdd,MedicalImages,0.06246951431781149,0.5964473684210526
deepsvdd,MiddlePhalanxOutlineAgeGroup,0.12205212663577823,0.5064935064935064
deepsvdd,MiddlePhalanxOutlineCorrect,0.6265736139692334,0.4965635738831615
deepsvdd,MiddlePhalanxTW,0.11222665233360418,0.5367965367965368
deepsvdd,MoteStrain,0.0640427729884599,0.5019968051118211
deepsvdd,NonInvasiveFetalECGThorax1,0.008810737377034087,0.23851932630558584
deepsvdd,NonInvasiveFetalECGThorax2,0.008341215127624311,0.20204774021567912
deepsvdd,OSULeaf,0.15112059288299592,0.4442148760330578
deepsvdd,OliveOil,0.15164021164021158,0.39166666666666666
deepsvdd,PhalangesOutlinesCorrect,0.5395767421405309,0.47261072261072257
deepsvdd,Phoneme,0.010018396673241038,0.44356540084388185
deepsvdd,Plane,0.08175316155287086,0.13469387755102039
deepsvdd,ProximalPhalanxOutlineAgeGroup,0.18280777374940327,0.19674796747967474
deepsvdd,ProximalPhalanxOutlineCorrect,0.6086852934409497,0.5051546391752577
deepsvdd,ProximalPhalanxTW,0.1485559180327786,0.24227642276422764
deepsvdd,RefrigerationDevices,0.2088502586679167,0.4844444444444444
deepsvdd,ScreenType,0.0824466396126287,0.5946666666666666
deepsvdd,ShapeletSim,0.0663471314451706,0.2
deepsvdd,ShapesAll,0.008058214334684883,0.3977777777777778
deepsvdd,SmallKitchenAppliances,0.04728871197601844,0.5493333333333333
deepsvdd,SonyAIBORobotSurface1,0.08814641300436385,0.2362728785357737
deepsvdd,SonyAIBORobotSurface2,0.07521227752077696,0.48950682056663164
deepsvdd,StarLightCurves,0.18175125753731905,0.20770600615185364
deepsvdd,Strawberry,0.24667816130648168,0.4445945945945946
deepsvdd,SwedishLeaf,0.04357474218843873,0.3288533333333333
deepsvdd,Symbols,0.17869834491093287,0.32948073701842545
deepsvdd,SyntheticControl,0.03667622696588212,0.5672222222222222
deepsvdd,ToeSegmentation1,0.30602434704592363,0.5307017543859649
deepsvdd,ToeSegmentation2,0.15511841443729985,0.4807692307692308
deepsvdd,Trace,0.13676077001773596,0.355
deepsvdd,TwoLeadECG,0.1231725962526974,0.4433713784021071
deepsvdd,TwoPatterns,0.12301788877243502,0.48224999999999996
deepsvdd,UWaveGestureLibraryAll,0.07334089513134887,0.5460985482970407
deepsvdd,UWaveGestureLibraryX,0.06366414472677204,0.4737227805695142
deepsvdd,UWaveGestureLibraryY,0.051460578009991674,0.5539503070910106
deepsvdd,UWaveGestureLibraryZ,0.05406792261285307,0.4768983807928531
deepsvdd,Wafer,0.14129165535634314,0.26119402985074625
deepsvdd,Wine,0.03292181069958845,0.4351851851851851
deepsvdd,WordSynonyms,0.038779341174325466,0.6193103448275862
deepsvdd,Worms,0.06840586314270522,0.5532467532467533
deepsvdd,WormsTwoClass,0.0892037255673619,0.5194805194805194
deepsvdd,Yoga,0.2853664657782303,0.5121666666666667
isolation-forest,Adiac,0.31694283550949615,0.835833275730974
isolation-forest,ArrowHead,0.4970285371192404,0.6857142857142856
isolation-forest,Beef,0.42344416027280485,0.6066666666666667
isolation-forest,BeetleFly,0.49206349206349204,0.6
isolation-forest,BirdChicken,0.4705882352941176,0.55
isolation-forest,CBF,0.6416433292259437,0.7703703703703703
isolation-forest,Car,0.38633688134595573,0.6333333333333333
isolation-forest,ChlorineConcentration,0.413643145794173,0.46510416666666665
isolation-forest,CinCECGTorso,0.3267755668117719,0.511231884057971
isolation-forest,Coffee,0.7559523809523809,0.8035714285714286
isolation-forest,Computers,0.6853519717296807,0.548
isolation-forest,CricketX,0.24508446418452348,0.5961538461538461
isolation-forest,CricketY,0.28605992756229104,0.619017094017094
isolation-forest,CricketZ,0.25689737236973437,0.6438034188034188
isolation-forest,DiatomSizeReduction,0.5305150255976995,0.47957516339869277
isolation-forest,DistalPhalanxOutlineAgeGroup,0.5902234250928567,0.7338129496402878
isolation-forest,DistalPhalanxOutlineCorrect,0.658080679278117,0.5416666666666666
isolation-forest,DistalPhalanxTW,0.46274366707091513,0.7230215827338129
isolation-forest,ECG200,0.6461362692147903,0.675
isolation-forest,ECG5000,0.42488652201538957,0.6841333333333333
isolation-forest,ECGFiveDays,0.6081173237725069,0.586527293844367
isolation-forest,Earthquakes,0.6291669710473129,0.5107913669064749
isolation-forest,ElectricDevices,0.30203878721712457,0.380310132093299
isolation-forest,FaceAll,0.3180720192668919,0.6791631445477598
isolation-forest,FaceFour,0.5070796048872376,0.6022727272727273
isolation-forest,FacesUCR,0.35169434705822983,0.7232404181184668
isolation-forest,FiftyWords,0.21229180049490584,0.5721758241758241
isolation-forest,Fish,0.448677293259637,0.6930612244897959
isolation-forest,FordA,0.6665166650977726,0.49999999999999994
isolation-forest,FordB,0.6666522152351056,0.5
isolation-forest,GunPoint,0.6934465794114917,0.69
isolation-forest,Ham,0.625732935059188,0.519047619047619
isolation-forest,HandOutlines,0.6839543726235742,0.5675675675675675
isolation-forest,Haptics,0.35014327254453137,0.47597402597402594
isolation-forest,Herring,0.5619519634006862,0.5234375
isolation-forest,InlineSkate,0.24095817451509857,0.5394805194805194
isolation-forest,InsectWingbeatSound,0.364023337747542,0.7159320477502296
isolation-forest,ItalyPowerDemand,0.7664615714438846,0.7803692905733721
isolation-forest,LargeKitchenAppliances,0.5022751111382787,0.3511111111111111
isolation-forest,Lightning2,0.6209624258404747,0.5081967213114754
isolation-forest,Lightning7,0.4918776170415908,0.7397260273972603
isolation-forest,Mallat,0.5246418460424326,0.7607142857142857
isolation-forest,Meat,0.6476190476190476,0.8277777777777778
isolation-forest,MedicalImages,0.2923391157956273,0.7276315789473684
isolation-forest,MiddlePhalanxOutlineAgeGroup,0.5298330366980252,0.6731601731601732
isolation-forest,MiddlePhalanxOutlineCorrect,0.6199656750572082,0.5120274914089347
isolation-forest,MiddlePhalanxTW,0.41439134705603703,0.6504329004329005
isolation-forest,MoteStrain,0.7407748910200522,0.7567891373801917
isolation-forest,NonInvasiveFetalECGThorax1,0.5159018821871032,0.9229855810008483
isolation-forest,NonInvasiveFetalECGThorax2,0.5564538902594707,0.9282685084211802
isolation-forest,OSULeaf,0.34147333197542706,0.587465564738292
isolation-forest,OliveOil,0.5191566745275185,0.5666666666666667
isolation-forest,PhalangesOutlinesCorrect,0.6262781498792594,0.5081585081585082
isolation-forest,Phoneme,0.04922290661557736,0.09148815319701391
isolation-forest,Plane,0.7160300017442874,0.9374149659863945
isolation-forest,ProximalPhalanxOutlineAgeGroup,0.7214527028401817,0.8634146341463415
isolation-forest,ProximalPhalanxOutlineCorrect,0.6820391721072372,0.6030927835051547
isolation-forest,ProximalPhalanxTW,0.4664775014476182,0.8268292682926829
isolation-forest,RefrigerationDevices,0.5131161525534763,0.40444444444444444
isolation-forest,ScreenType,0.4972454555592729,0.34400000000000003
isolation-forest,ShapeletSim,0.0699131137603556,0.4861111111111111
isolation-forest,ShapesAll,0.4489516245076905,0.9456666666666667
isolation-forest,SmallKitchenAppliances,0.5200917096022344,0.3893333333333333
isolation-forest,SonyAIBORobotSurface1,0.6559409178920927,0.6622296173044925
isolation-forest,SonyAIBORobotSurface2,0.6795792391030486,0.751311647429171
isolation-forest,StarLightCurves,0.7826719472745133,0.8574146025578759
isolation-forest,Strawberry,0.7438420924735458,0.6824324324324325
isolation-forest,SwedishLeaf,0.4613649852248718,0.776
isolation-forest,Symbols,0.3796810182747512,0.4093802345058626
isolation-forest,SyntheticControl,0.5249190784931702,0.83
isolation-forest,ToeSegmentation1,0.6431712264926805,0.5263157894736842
isolation-forest,ToeSegmentation2,0.5666287940269437,0.5384615384615384
isolation-forest,Trace,0.6950671225937183,0.8475
isolation-forest,TwoLeadECG,0.5626393490967264,0.5838454784899034
isolation-forest,TwoPatterns,0.48513796022528877,0.593125
isolation-forest,UWaveGestureLibraryAll,0.7697241084978319,0.925390843104411
isolation-forest,UWaveGestureLibraryX,0.583464817317137,0.7186976549413735
isolation-forest,UWaveGestureLibraryY,0.5538953418102396,0.8173157453936348
isolation-forest,UWaveGestureLibraryZ,0.5538798213290627,0.7297599106644332
isolation-forest,Wafer,0.783003671078178,0.8237345879299156
isolation-forest,Wine,0.4680851063829787,0.537037037037037
isolation-forest,WordSynonyms,0.16403487207519973,0.5327272727272727
isolation-forest,Worms,0.31460678837933775,0.6805194805194805
isolation-forest,WormsTwoClass,0.6293406499185459,0.48051948051948046
isolation-forest,Yoga,0.5976173127368114,0.5153333333333333
ocsvm,Adiac,0.35451991246563425,0.9356466440865419
